,Facing,No_Bedroom,No_Bathroom,No_Balcony,Corner_Property,Furnishing,study room,servant room,store room,pooja room,Overlooking_main road,Overlooking_club,Overlooking_pool,Overlooking_NA,flat_age,sector_num,Super Built-up Area,luxury_category,floor_category,price
7226,North-East,4,4.0,3+,Yes,Semifurnished,0,1,1,0,0,1,1,0,Relatively New,62,4480.0,Standard,Low Floor,8.6
7227,North-East,3,4.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,48,2965.9500000000003,Standard,Mid Floor,6.5
7228,North-East,3,4.0,2,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,66,1920.0,Luxury,Low Floor,2.9
7229,North-East,3,4.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,54,2150.0,Standard,High Floor,7.5
7230,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Moderately Old,54,1875.0,Standard,Low Floor,6.0
7231,North-East,4,4.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,54,4725.0,Standard,High Floor,11.5
7232,North,3,3.0,3+,Yes,Unfurnished,0,1,0,1,1,1,1,0,Relatively New,91,1930.0,Luxury,High Floor,2.0
7233,North,4,4.0,3+,Yes,Unfurnished,0,1,0,1,1,1,1,0,Relatively New,91,2727.0,Luxury,Low Floor,2.65
7234,North-West,4,4.0,3+,Yes,Semifurnished,0,1,0,1,0,0,0,0,Relatively New,91,2364.0,Luxury,Low Floor,2.47
7235,West,4,4.0,3+,No,Unfurnished,0,1,0,1,0,0,0,0,Relatively New,91,2727.0,Luxury,High Floor,3.05
7236,East,3,4.0,3+,No,Unfurnished,1,1,0,0,1,0,0,0,Relatively New,91,2320.0,Standard,Mid Floor,2.15
7237,South-West,3,4.0,3+,No,Unfurnished,1,1,0,0,0,0,0,1,New Property,91,2320.0,Luxury,High Floor,2.05
7238,North-East,5,6.0,3+,No,Semifurnished,0,1,0,0,0,0,1,0,Relatively New,109,6075.0,Standard,Low Floor,7.8
7239,North-East,4,4.0,3,No,Semifurnished,0,0,0,1,1,1,1,0,New Property,106,3179.25,Luxury,Mid Floor,2.15
7240,North-East,3,3.0,1,Yes,Semifurnished,0,0,0,0,1,1,0,0,Moderately Old,43,1352.0,Luxury,Mid Floor,3.5
7241,North,4,4.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Moderately Old,43,1740.0,Budget,High Floor,3.7
7242,North-East,3,3.0,3,No,Semifurnished,0,0,0,1,1,1,1,0,Under Construction,104,1689.0,Luxury,Mid Floor,2.18
7243,North-West,5,5.0,3+,No,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,110,3880.0,Luxury,Mid Floor,5.63
7244,North-East,4,4.0,2,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,80,3813.750000000001,Standard,High Floor,4.5
7245,North-East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,New Property,65,1932.0,Standard,Mid Floor,3.7
7246,North-East,3,3.0,2,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,79,2101.9500000000003,Standard,Mid Floor,2.15
7247,North-East,4,4.0,3,Yes,Semifurnished,1,1,0,0,1,1,1,0,Under Construction,79,2685.0,Standard,High Floor,3.79
7248,North,3,3.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,79,2101.9500000000003,Luxury,Mid Floor,1.86
7249,South-East,3,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,68,1483.0,Standard,Low Floor,1.65
7250,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,0,0,0,Relatively New,79,2366.0,Standard,Low Floor,2.1
7251,North-East,3,4.0,3+,Yes,Semifurnished,0,1,0,0,0,0,1,0,Relatively New,108,2003.0,Standard,High Floor,2.1
7252,North-East,3,5.0,3,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,1997.0,Standard,Low Floor,2.2
7253,East,3,4.0,2,No,Semifurnished,0,1,0,0,0,1,1,0,New Property,99,1970.0,Luxury,High Floor,1.8
7254,North-East,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,79,2366.0,Standard,Low Floor,2.4
7255,East,3,3.0,2,No,Semifurnished,0,0,0,0,0,0,1,0,New Property,99,1770.0,Luxury,Low Floor,1.65
7256,East,3,2.0,3,No,Semifurnished,0,0,0,0,0,0,1,0,New Property,68,1483.0,Luxury,Mid Floor,1.5
7257,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,1832.0,Luxury,Low Floor,2.0
7258,North-East,4,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2191.0,Luxury,High Floor,2.41
7259,North-West,4,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2191.0,Luxury,High Floor,2.4
7260,North-East,4,5.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,79,2675.0,Standard,High Floor,3.05
7261,North-East,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,79,2015.0,Luxury,High Floor,2.33
7262,North-East,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,0,1,0,New Property,79,2150.0,Standard,High Floor,2.47
7263,South,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,79,2050.0,Standard,High Floor,2.35
7264,North-East,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,79,2150.0,Standard,High Floor,2.35
7265,North-West,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,79,2150.0,Luxury,High Floor,2.3
7266,North-West,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,79,2150.0,Standard,High Floor,2.3
7267,North-East,3,3.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,37,1691.0,Budget,High Floor,2.1
7268,North-East,4,4.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,99,2365.0,Luxury,High Floor,2.25
7269,North-East,4,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,2425.0,Luxury,Low Floor,2.3
7270,East,3,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,1970.0,Standard,Low Floor,1.86
7271,North-East,4,4.0,3+,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,2425.0,Standard,High Floor,2.31
7272,North-East,4,4.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,99,2365.0,Luxury,Low Floor,2.24
7273,South,3,4.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,1970.0,Luxury,Low Floor,1.67
7274,East,3,4.0,2,Yes,Unfurnished,0,1,0,0,1,1,1,0,New Property,99,1970.0,Luxury,High Floor,1.87
7275,North-East,3,3.0,2,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,99,1770.0,Luxury,High Floor,1.68
7276,South,3,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,68,1483.0,Standard,High Floor,1.6
7277,North-East,3,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,68,1483.0,Standard,Mid Floor,1.62
7278,North-West,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,37,1865.0,Standard,Low Floor,1.8
7279,South,3,3.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,37,1303.0,Luxury,High Floor,1.4
7280,East,4,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,37,2191.0,Standard,High Floor,2.27
7281,North-East,4,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,New Property,37,2191.0,Standard,High Floor,2.3
7282,North-East,4,4.0,3+,No,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,2400.0,Luxury,High Floor,2.9
7283,East,4,5.0,2,Yes,Semifurnished,1,1,1,1,1,1,1,0,Moderately Old,65,4944.0,Standard,Mid Floor,11.5
7284,East,4,4.0,2,Yes,Semifurnished,1,1,1,1,1,1,1,0,Moderately Old,65,4847.0,Standard,High Floor,8.5
7285,East,4,4.0,2,Yes,Semifurnished,1,1,0,0,0,1,1,0,Moderately Old,65,5210.0,Standard,Mid Floor,14.0
7286,West,3,4.0,1,Yes,Semifurnished,0,0,0,1,1,1,0,0,Relatively New,65,2900.0,Standard,Mid Floor,6.4
7287,East,4,4.0,3+,No,Semifurnished,0,1,0,0,1,1,0,0,Relatively New,104,3150.0,Luxury,Mid Floor,3.75
7288,South-East,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,1605.0,Luxury,High Floor,2.72
7289,South-East,3,3.0,2,No,Semifurnished,1,0,0,1,1,1,1,0,Under Construction,113,1706.4,Luxury,High Floor,3.7
7290,North,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,0,1,0,New Property,70,1875.0,Luxury,Mid Floor,2.8
7291,North-East,3,3.0,3,Yes,Unfurnished,1,1,0,0,1,1,1,0,Relatively New,37,1865.0,Luxury,Mid Floor,1.85
7292,North-East,3,2.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,1520.0,Luxury,Low Floor,1.5
7293,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,1865.0,Luxury,Low Floor,1.98
7294,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,1665.0,Luxury,High Floor,3.25
7295,East,3,3.0,3,No,Semifurnished,0,0,1,0,0,1,1,0,Moderately Old,107,2623.05,Luxury,Low Floor,1.8
7296,East,3,3.0,3+,Yes,Furnished,0,1,0,0,1,1,1,0,Moderately Old,109,2165.0,Luxury,Low Floor,2.05
7297,North,4,5.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,89,2505.0,Luxury,Mid Floor,2.03
7298,North,3,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,89,2085.0,Standard,Mid Floor,1.69
7299,North-West,3,3.0,2,Yes,Semifurnished,0,0,0,1,0,1,1,0,Moderately Old,78,1730.0,Luxury,High Floor,1.45
7300,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,111,2080.0,Luxury,Mid Floor,4.19
7301,East,4,4.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,111,2268.0,Luxury,Mid Floor,4.68
7302,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,111,1825.0,Luxury,High Floor,3.56
7303,East,4,4.0,3,Yes,Furnished,0,1,0,0,1,1,1,0,Under Construction,111,2177.55,Luxury,High Floor,4.49
7304,East,3,3.0,2,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,111,2105.0,Luxury,High Floor,4.21
7305,East,3,3.0,2,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,111,1965.6,Luxury,Mid Floor,4.2
7306,South-East,3,4.0,3,Yes,Semifurnished,1,1,0,1,0,0,0,1,Under Construction,111,1790.1,Luxury,Mid Floor,3.53
7307,East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,1651.0500000000002,Luxury,High Floor,2.95
7308,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2444.8500000000004,Luxury,High Floor,2.1
7309,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2444.8500000000004,Luxury,High Floor,2.0
7310,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,1665.0,Luxury,High Floor,3.27
7311,South,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Moderately Old,84,1918.0,Standard,High Floor,1.8
7312,East,3,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,113,1665.0,Luxury,High Floor,2.65
7313,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,111,1895.0,Luxury,Mid Floor,3.7
7314,East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,0,0,0,Under Construction,111,1665.0,Luxury,Mid Floor,3.3
7315,North,4,4.0,3+,No,Semifurnished,1,1,0,0,0,0,0,0,Under Construction,111,2670.0,Luxury,Mid Floor,5.45
7316,North-West,3,3.0,3+,No,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,1825.0,Luxury,Low Floor,3.72
7317,South-West,3,4.0,3+,No,Semifurnished,1,1,0,1,0,1,0,0,Under Construction,111,2170.0,Luxury,Mid Floor,4.38
7318,North-East,3,3.0,3+,No,Semifurnished,0,0,0,1,0,0,1,0,Under Construction,111,1665.0,Luxury,High Floor,3.4
7319,West,3,3.0,3+,No,Semifurnished,0,0,0,1,0,1,0,0,Under Construction,111,1605.0,Luxury,Mid Floor,3.28
7320,East,3,3.0,3+,No,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,108,1711.0,Luxury,Mid Floor,3.3
7321,East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,103,1991.0,Luxury,High Floor,1.5
7322,East,4,4.0,3+,No,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,113,4058.1,Budget,High Floor,5.41
7323,East,3,3.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,113,3307.5,Luxury,Mid Floor,4.5
7324,East,3,3.0,3+,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,102,2579.0,Luxury,High Floor,3.3
7325,East,3,3.0,3,No,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,111,2558.25,Luxury,Mid Floor,3.53
7326,East,3,3.0,2,No,Furnished,0,0,0,0,1,1,1,0,Under Construction,111,2247.75,Luxury,Mid Floor,3.7
7327,East,4,4.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,2570.0,Luxury,Mid Floor,5.26
7328,East,4,5.0,3+,Yes,Semifurnished,0,1,0,1,1,0,0,0,Moderately Old,65,3000.0,Standard,High Floor,7.5
7329,East,4,4.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,2400.0,Luxury,High Floor,4.92
7330,East,4,4.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,2305.0,Luxury,Mid Floor,4.72
7331,West,3,3.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,2170.0,Luxury,Mid Floor,4.2
7332,North-West,3,4.0,3+,No,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,1895.0,Luxury,High Floor,3.9
7333,East,4,5.0,3+,No,Semifurnished,1,1,0,0,0,1,0,0,Under Construction,111,2400.0,Luxury,Low Floor,4.85
7334,North-East,4,5.0,3+,No,Semifurnished,1,1,0,0,0,0,0,0,Under Construction,111,2510.0,Luxury,High Floor,5.1
7335,East,3,3.0,3+,Yes,Unfurnished,1,0,0,0,1,1,1,0,Under Construction,111,2496.0,Luxury,Mid Floor,4.02
7336,West,3,4.0,3+,No,Semifurnished,1,1,0,0,1,0,0,0,Under Construction,111,2105.0,Luxury,High Floor,4.3
7337,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,2026.8,Luxury,Mid Floor,2.25
7338,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,1800.0,Luxury,High Floor,2.5
7339,East,3,4.0,3+,No,Semifurnished,0,1,0,0,1,0,0,0,Moderately Old,104,2450.0,Luxury,High Floor,4.0
7340,East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,0,1,1,0,Under Construction,111,1825.0,Luxury,Low Floor,3.91
7341,East,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,0,Under Construction,111,2929.5,Luxury,Mid Floor,4.2
7342,East,5,4.0,3+,No,Semifurnished,0,0,0,0,0,0,0,0,Under Construction,111,2670.0,Luxury,Mid Floor,5.23
7343,North-East,3,3.0,3+,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,111,1825.0,Luxury,Mid Floor,3.62
7344,East,3,4.0,3+,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,111,1605.0,Luxury,Mid Floor,3.2
7345,East,3,3.0,3,Yes,Semifurnished,1,1,0,1,1,1,1,0,Under Construction,111,1825.0,Luxury,Mid Floor,3.5
7346,North-East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,111,1825.0,Standard,Mid Floor,3.53
7347,North-East,3,3.0,3,Yes,Semifurnished,1,0,0,0,1,1,1,0,New Property,99,3604.500000000001,Luxury,High Floor,4.0
7348,East,4,4.0,3,No,Semifurnished,1,1,1,1,0,0,0,1,Under Construction,113,4050.000000000001,Budget,Mid Floor,5.0
7349,East,3,4.0,3,No,Semifurnished,1,1,0,0,0,0,1,0,Under Construction,111,1825.0,Luxury,Mid Floor,3.0
7350,South-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,0,0,0,Under Construction,106,1855.0,Luxury,High Floor,3.0
7351,East,3,4.0,3+,No,Semifurnished,0,1,0,0,0,0,0,0,Under Construction,106,2002.0,Luxury,Mid Floor,3.3
7352,East,4,4.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Under Construction,106,3672.000000000001,Luxury,Mid Floor,4.6
7353,East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,0,0,0,0,Under Construction,111,2305.0,Luxury,Mid Floor,4.66
7354,West,3,3.0,3+,No,Semifurnished,0,0,0,0,1,0,0,0,Under Construction,111,1605.0,Luxury,High Floor,3.26
7355,North-East,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,103,2639.0,Standard,High Floor,1.85
7356,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,3198.0,Standard,Mid Floor,3.6
7357,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,106,1495.8000000000002,Luxury,High Floor,2.9
7358,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,102,1650.0,Standard,High Floor,1.8
7359,North-East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,103,2000.0,Standard,High Floor,1.95
7360,North-East,3,3.0,3,No,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,107,1943.0,Standard,High Floor,1.7
7361,North-East,4,6.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,103,2875.0,Standard,Low Floor,2.8
7362,North,4,5.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Moderately Old,70,2400.0,Standard,Low Floor,2.55
7363,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,99,1997.0,Standard,High Floor,1.8
7364,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,109,2177.0,Standard,High Floor,1.8
7365,North-East,4,4.0,3+,Yes,Unfurnished,1,1,0,0,1,1,1,0,Under Construction,111,2400.0,Standard,Mid Floor,4.68
7366,North-East,3,4.0,3,No,Unfurnished,1,0,0,0,1,1,1,0,Under Construction,111,1825.0,Standard,Mid Floor,3.39
7367,South,3,2.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,68,1483.0,Luxury,Mid Floor,1.65
7369,North,3,4.0,1,Yes,Semifurnished,1,1,0,0,0,1,0,0,New Property,59,2595.0,Standard,Mid Floor,6.4
7370,East,5,5.0,3,Yes,Semifurnished,0,1,0,1,1,1,0,0,Old Property,28,4560.0,Standard,Low Floor,6.5
7371,South,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,99,2118.0,Luxury,Low Floor,1.8
7372,North,3,3.0,2,No,Unfurnished,0,0,0,0,0,1,1,0,New Property,102,1692.0,Luxury,Mid Floor,2.4
7373,South,3,3.0,2,Yes,Semifurnished,0,0,0,0,1,1,1,0,New Property,99,1770.0,Standard,High Floor,1.55
7374,North,3,4.0,2,Yes,Semifurnished,0,1,0,0,1,1,1,0,New Property,99,1970.0,Standard,High Floor,1.68
7375,East,3,4.0,3,Yes,Semifurnished,0,1,0,0,1,0,0,0,Relatively New,109,2430.0,Luxury,Low Floor,2.5
7376,North-East,4,4.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,102,2400.0,Luxury,Mid Floor,2.9
7377,South,4,3.0,3,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,37,1998.0,Luxury,High Floor,2.15
7378,South,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,37,1832.0,Standard,High Floor,1.97
7379,South,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Relatively New,37,1832.0,Standard,Mid Floor,1.97
7380,South,3,3.0,3+,Yes,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,79,1824.0,Luxury,Low Floor,1.7
7381,North,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,88,2014.2,Standard,High Floor,1.9
7382,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,Relatively New,102,1650.0,Standard,High Floor,1.8
7383,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,1775.0,Luxury,Low Floor,1.6
7384,North-East,3,3.0,3+,Yes,Semifurnished,0,0,0,1,1,1,1,0,Relatively New,37,1800.0,Luxury,High Floor,1.62
7385,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,37,1811.0,Luxury,Mid Floor,2.14
7386,North-East,4,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2191.0,Luxury,Low Floor,2.47
7387,North-East,4,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Relatively New,37,2191.0,Budget,High Floor,2.58
7388,North-East,3,4.0,3,Yes,Semifurnished,0,1,0,0,0,0,0,0,New Property,106,2002.0,Standard,High Floor,3.5
7389,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,0,0,0,0,New Property,106,1855.0,Standard,High Floor,3.0
7390,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,0,0,0,0,New Property,106,1625.0,Standard,High Floor,2.5
7391,North,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,80,1945.0,Standard,Mid Floor,3.01
7392,East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,113,2497.5,Standard,Low Floor,2.89
7393,East,4,4.0,3+,No,Semifurnished,1,0,0,0,1,1,1,0,Under Construction,113,2060.0,Standard,Mid Floor,3.4
7394,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Under Construction,89,1950.0,Standard,Low Floor,1.9
7395,North-East,4,4.0,3,Yes,Semifurnished,0,1,0,0,1,0,1,0,Under Construction,89,2505.0,Standard,Low Floor,2.44
7396,North-East,3,3.0,3,Yes,Semifurnished,1,1,0,0,1,1,0,0,Under Construction,89,2085.0,Standard,High Floor,2.03
7397,North-East,3,3.0,3,No,Semifurnished,1,1,0,0,1,1,1,0,Relatively New,82,2160.0,Luxury,High Floor,2.35
7398,East,3,4.0,3+,Yes,Semifurnished,1,1,0,0,1,1,1,0,Moderately Old,67,2350.0,Luxury,High Floor,3.5
7399,North-East,3,3.0,3,Yes,Semifurnished,0,1,0,0,1,0,0,0,Old Property,56,2835.0,Luxury,High Floor,2.55
7400,North-West,3,3.0,3,No,Semifurnished,0,1,0,0,1,0,0,0,Old Property,56,2700.0,Luxury,Mid Floor,2.1
7401,North-East,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,1,1,0,Relatively New,65,1350.0,Luxury,Mid Floor,2.28
7402,North-East,3,3.0,2,No,Semifurnished,0,0,0,0,1,1,1,0,Moderately Old,83,1755.0,Luxury,High Floor,1.75
7403,North-East,3,3.0,3,No,Unfurnished,0,0,0,0,0,1,0,0,Under Construction,37,4455.0,Budget,Mid Floor,2.31
7404,North-East,3,3.0,3,No,Semifurnished,0,0,0,1,1,0,0,0,New Property,37,1800.0,Luxury,Low Floor,1.6
7405,South-East,3,3.0,3,No,Unfurnished,0,0,0,1,1,0,0,0,New Property,102,2430.0,Luxury,High Floor,1.6
7406,North-East,3,4.0,3+,No,Furnished,0,1,0,0,1,1,1,0,Relatively New,86,2285.0,Luxury,High Floor,3.65
7407,East,3,4.0,3,No,Semifurnished,0,1,0,0,0,0,0,1,Under Construction,47,2750.0,Luxury,Low Floor,5.5
7408,East,3,3.0,3,No,Semifurnished,0,0,0,0,0,0,0,1,Under Construction,47,2065.5,Budget,Low Floor,1.75
7409,North-East,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,1,0,Old Property,30,3588.3,Luxury,Mid Floor,5.0
7410,East,4,5.0,3+,No,Semifurnished,1,1,0,1,0,1,1,0,Relatively New,48,3931.0,Standard,High Floor,15.0
7411,North,3,3.0,3+,Yes,Semifurnished,0,1,0,0,1,1,0,0,Relatively New,48,2719.0,Standard,High Floor,7.7
7412,North,3,3.0,3+,Yes,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,48,2464.0,Standard,Mid Floor,7.5
7413,East,3,3.0,3,No,Semifurnished,0,1,0,0,0,1,1,0,Relatively New,48,2235.0,Standard,Mid Floor,6.45
7414,North-East,3,3.0,3,Yes,Semifurnished,0,0,0,1,1,1,0,0,Relatively New,48,1869.0,Standard,High Floor,5.0
7415,North-East,1,1.0,1,Yes,Furnished,0,0,0,1,1,1,0,0,Relatively New,48,935.0,Standard,High Floor,2.0
7416,East,1,1.0,1,Yes,Furnished,1,0,0,0,0,1,1,0,New Property,48,1383.0,Standard,Mid Floor,3.57
7417,North-East,3,3.0,3+,No,Semifurnished,0,1,0,1,0,1,1,0,Old Property,54,3050.0,Luxury,Mid Floor,9.5
7418,North-East,4,4.0,3,No,Semifurnished,0,1,0,0,1,1,1,0,Relatively New,90,2727.0,Luxury,Low Floor,2.7
7419,North-East,4,4.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,113,2060.0,Standard,Low Floor,3.3
7420,North-East,4,4.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,113,2060.0,Standard,High Floor,3.25
7421,North-East,4,4.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,113,2060.0,Standard,Low Floor,3.35
7422,North-East,4,4.0,3,No,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,113,2060.0,Standard,Mid Floor,3.4
7423,North,3,3.0,3+,Yes,Semifurnished,1,0,0,0,1,0,0,0,Under Construction,111,1895.0,Standard,High Floor,3.15
7424,North,3,2.0,2,No,Semifurnished,0,0,0,0,0,0,0,0,Relatively New,71,800.0,Budget,High Floor,0.9
7425,North-East,5,8.0,3+,Yes,Semifurnished,1,1,1,1,1,1,1,0,Old Property,28,7425.000000000001,Standard,Low Floor,10.75
7426,East,3,4.0,3+,Yes,Semifurnished,1,0,0,0,0,0,0,0,Under Construction,111,2080.0,Standard,Mid Floor,3.4
7427,North-East,3,3.0,3,No,Unfurnished,0,1,0,0,1,1,1,0,Under Construction,85,2874.15,Luxury,High Floor,2.95
7428,North-East,5,6.0,3+,Yes,Unfurnished,1,1,1,1,0,1,1,0,Moderately Old,82,5320.0,Standard,High Floor,5.85
7429,North-East,3,3.0,3,No,Unfurnished,0,0,0,0,1,1,1,0,Under Construction,85,2874.15,Luxury,High Floor,2.95
7430,North-West,3,3.0,3,Yes,Semifurnished,0,0,0,0,1,1,1,0,Old Property,28,1871.1,Luxury,High Floor,2.6
